cipcode,cip6,cip2d,cip3d,cip4d,Awards,stem,ciptitle,onettitle,onetcode,know_score,unprof_score,nonstem_score,stem_score,math_score,comp_score,engin_score,science_score,bio_score,chem_score,physics_score,med_score,econ_score,manage_score,english_score,law_score,stem_raw,know_raw,comp_raw,science_raw,math_raw,engin_raw,_merge,Avg_Stem2,Avg_Stem3,Avg_Stem4,Avg_Stem2_raw,Avg_Stem3_raw,Avg_Stem4_raw,Avg_know2,Avg_know3,Avg_know4,Avg_know2x_raw,Avg_know2_raw,Avg_know3x_raw,Avg_know3_raw,Avg_know4x_raw,Avg_know4_raw,Avg_engin2,Avg_engin3,Avg_engin4,Avg_science2,Avg_science3,Avg_science4,Avg_comp2,Avg_comp3,Avg_comp4,Avg_math2,Avg_math3,Avg_math4,Avg_bio2,Avg_bio3,Avg_bio4,Avg_physics2,Avg_physics3,Avg_physics4,Avg_chem2,Avg_chem3,Avg_chem4,Best_STEM_score,Best_engin_score,Best_comp_score,Best_math_score,Best_science_score,Best_bio_score,Best_chem_score,Best_physics_score,Best_stem_raw,Best_know_score,Best_know_raw,Med_Avg_Stem2,Mean_Avg_Stem2,Z_Best_comp_score,Z_Best_engin_score,Z_Best_math_score,Z_Best_science_score,Z_Best_physics_score,Z_Best_chem_score,Z_Best_bio_score,stem_cip_onet,stem_high_any,stem_high_any2,stem_cip_mix,z_Avg_Stem2,z_Avg_bio2,z_Avg_physics2,z_Avg_chem2,z_Avg_engin2,z_Avg_comp2,z_Avg_math2,z_Avg_science2,z_Avg_Stem3,z_Avg_bio3,z_Avg_physics3,z_Avg_chem3,z_Avg_engin3,z_Avg_comp3,z_Avg_math3,z_Avg_science3
"15.0508-Hazardous Materials Management and Waste Technology/Technician",150508,"15","150","1505",281,1,"Hazardous Materials Management and Waste Technology/Technician","Hazardous Materials Removal Workers","47-4041.00",-13.9978,-12.45134,-13.4534,-.5444059,-1.137452,-1.410818,.1080465,1.895817,-1.206709,2.472696,.6298301,.2797452,-.8580998,.0315182,-.4697664,-.8120382,2.226667,1.636364,1.86,2.31,2.24,2.33,"matched (3)",7.206443,7.584388,8.120952,3.518475,3.581466,3.670893,8.878524,9.652237,13.37444,2.329586,2.329586,2.353031,2.353031,2.465825,2.465825,2.432733,2.388178,2.25257,2.533818,3.039423,4.138008,1.207758,1.159625,.7867063,1.032134,.9971619,.9436669,-.2723723,-.1986565,.2206957,1.805713,1.951918,2.23914,1.000477,1.286161,1.678173,-.5444059,.1080465,-1.410818,-1.137452,1.895817,-1.206709,2.472696,.6298301,2.226667,-13.9978,1.636364,1.783034,2.081026,-2.385228,.118253,-1.530065,.1933367,.4285782,1.593798,-1.242148,0,1,1,1,1.037596,-.7747387,1.583712,.6142452,1.976894,.9749615,.8769235,.4142027,1.095373,-.714118,1.688657,.8393705,1.910432,.8856238,.8133814,.5592853
"11.1004-Web/Multimedia Management and Webmaster",111004,"11","111","1110",1551,1,"Web/Multimedia Management and Webmaster","Web Developers","15-1134.00",-.7778019,.4986631,-.1533963,-.6244056,.5925479,2.419183,.3680465,-4.004182,-1.266709,-1.707304,-1.03017,-1.250255,.2119001,.3715181,.7602334,-.1620381,2.213333,2.03697,5.69,.3433333,3.97,2.59,"matched (3)",1.920955,1.185666,1.185666,2.63756,2.515012,2.515012,-.7783365,1.907602,1.907602,2.036953,2.036953,2.118345,2.118345,2.118345,2.118345,1.076865,1.294547,1.294547,-2.508396,-3.020111,-3.020111,2.632235,2.58654,2.58654,.720252,.3246907,.3246907,-.9333543,-1.091209,-1.091209,-.3748485,-.7410507,-.7410507,-1.200194,-1.187851,-1.187851,-.6244056,.3680465,2.419183,.5925479,-4.004182,-1.266709,-1.707304,-1.03017,2.213333,-.7778019,2.03697,1.783034,2.081026,2.232735,.3036967,.2763244,-1.384251,-.9016903,-1.439441,-1.279262,0,1,1,0,-.032405,-1.247505,-.4506444,-1.282297,.8977812,3.18816,.4787647,-1.159526,-.1807555,-1.339926,-.7743174,-1.244993,1.05424,3.069789,-.0288327,-1.298598
"10.0203-Recording Arts Technology/Technician",100203,"10","100","1002",5749,1,"Recording Arts Technology/Technician","Audio and Video Equipment Technicians","27-4011.00",.3721979,3.478663,1.081603,-.7094056,-.8974521,1.444182,1.413047,-2.669183,-1.216709,-1.232304,-.2201698,-1.000255,-.5580998,-.4234819,-.3347664,-1.062038,2.199167,2.071818,4.715,.7883333,2.48,3.635,"matched (3)",-2.325997,-2.325997,-1.132739,1.929735,1.929735,2.128611,-8.867348,-8.867348,-2.080024,1.791832,1.791832,1.791832,1.791832,1.997509,1.997509,.0632739,.0632739,1.193047,-2.643652,-2.643652,-2.880294,1.08191,1.08191,1.424182,-.8275279,-.8275279,-.8696743,-1.191179,-1.191179,-1.232265,-.7560031,-.7560031,-.5023921,-.6964703,-.6964703,-1.145637,-.7094056,1.413047,1.444182,-.8974521,-2.669183,-1.216709,-1.232304,-.2201698,2.199167,.3721979,2.071818,1.783034,2.081026,1.057144,1.049038,-1.279468,-1.027289,-.2525834,-1.094754,-1.248334,0,1,0,0,-.8921632,-1.431914,-.8062429,-.8481873,.0910808,.7794323,-1.497181,-1.201741,-.8811036,-1.41002,-.7879928,-.8310027,.0902897,.7666652,-1.47189,-1.183174
"51.0712-Medical Reception/Receptionist",510712,"51","510","5107",747,1,"Medical Reception/Receptionist","Medical Assistants","31-9092.00",-2.867802,-3.541337,-2.133397,-.7344056,-.6274521,.7091825,-1.471953,.6558174,.3632909,.6026963,-.3101698,2.199745,-.1380998,.1115181,-.2097664,-.5820382,2.195,1.973636,3.98,1.896667,2.75,.75,"matched (3)",2.323959,1.979822,-2.629093,2.704727,2.647371,1.879219,10.84494,8.96593,2.840843,2.389174,2.389174,2.332234,2.332234,2.146626,2.146626,-.7259768,-.5062233,-1.025339,2.72922,2.078386,-2.153401,.1891717,.4078809,.6553804,.1315443,-.000222,-.1057334,1.900852,1.384577,-.2425424,.0325396,.284817,-1.082149,.7958285,.4089926,-.8287099,-.7344056,-1.471953,.7091825,-.6274521,.6558174,.3632909,.6026963,-.3101698,2.195,-2.867802,1.973636,1.783034,2.081026,.1709289,-1.008674,-.9975456,-.1382241,-.3247064,.2368226,-.2709993,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0801-Medical/Clinical Assistant",510801,"51","510","5108",105082,1,"Medical/Clinical Assistant","Medical Assistants","31-9092.00",-2.867802,-3.541337,-2.133397,-.7344056,-.6274521,.7091825,-1.471953,.6558174,.3632909,.6026963,-.3101698,2.199745,-.1380998,.1115181,-.2097664,-.5820382,2.195,1.973636,3.98,1.896667,2.75,.75,"matched (3)",2.323959,1.979822,.9114276,2.704727,2.647371,2.469306,10.84494,8.96593,1.510739,2.389174,2.389174,2.332234,2.332234,2.106319,2.106319,-.7259768,-.5062233,-.840495,2.72922,2.078386,2.024984,.1891717,.4078809,.0177241,.1315443,-.000222,-.2907855,1.900852,1.384577,1.217041,.0325396,.284817,.2204552,.7958285,.4089926,.587488,-.7344056,-1.471953,.7091825,-.6274521,.6558174,.3632909,.6026963,-.3101698,2.195,-2.867802,1.973636,1.783034,2.081026,.1709289,-1.008674,-.9975456,-.1382241,-.3247064,.2368226,-.2709993,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0813-Chiropractic Assistant/Technician",510813,"51","510","5108",24,1,"Chiropractic Assistant/Technician","Medical Assistants","31-9092.00",-2.867802,-3.541337,-2.133397,-.7344056,-.6274521,.7091825,-1.471953,.6558174,.3632909,.6026963,-.3101698,2.199745,-.1380998,.1115181,-.2097664,-.5820382,2.195,1.973636,3.98,1.896667,2.75,.75,"matched (3)",2.323959,1.979822,.9114276,2.704727,2.647371,2.469306,10.84494,8.96593,1.510739,2.389174,2.389174,2.332234,2.332234,2.106319,2.106319,-.7259768,-.5062233,-.840495,2.72922,2.078386,2.024984,.1891717,.4078809,.0177241,.1315443,-.000222,-.2907855,1.900852,1.384577,1.217041,.0325396,.284817,.2204552,.7958285,.4089926,.587488,-.7344056,-1.471953,.7091825,-.6274521,.6558174,.3632909,.6026963,-.3101698,2.195,-2.867802,1.973636,1.783034,2.081026,.1709289,-1.008674,-.9975456,-.1382241,-.3247064,.2368226,-.2709993,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"10.0202-Radio and Television Broadcasting Technology/Technician",100202,"10","100","1002",1810,1,"Radio and Television Broadcasting Technology/Technician","Broadcast Technicians","27-4012.00",-4.104469,-1.098004,-3.210063,-.8944058,-.8241188,1.609182,1.148046,-2.827516,-1.193376,-1.147304,-.4868365,-1.036921,-.8380998,-.0318152,-.2130997,-.8620382,2.168333,1.936162,4.88,.7355556,2.553333,3.37,"matched (3)",-2.325997,-2.325997,-1.132739,1.929735,1.929735,2.128611,-8.867348,-8.867348,-2.080024,1.791832,1.791832,1.791832,1.791832,1.997509,1.997509,.0632739,.0632739,1.193047,-2.643652,-2.643652,-2.880294,1.08191,1.08191,1.424182,-.8275279,-.8275279,-.8696743,-1.191179,-1.191179,-1.232265,-.7560031,-.7560031,-.5023921,-.6964703,-.6964703,-1.145637,-.8944058,1.148046,1.609182,-.8241188,-2.827516,-1.193376,-1.147304,-.4868365,2.168333,-4.104469,1.936162,1.783034,2.081026,1.25609,.8600277,-1.202896,-1.069625,-.4662811,-1.033074,-1.233901,0,1,0,0,-.8921632,-1.431914,-.8062429,-.8481873,.0910808,.7794323,-1.497181,-1.201741,-.8811036,-1.41002,-.7879928,-.8310027,.0902897,.7666652,-1.47189,-1.183174
"51.0806-Physical Therapy Technician/Assistant",510806,"51","510","5108",6745,1,"Physical Therapy Technician/Assistant","Physical Therapist Assistants","31-2021.00",-2.197802,-2.881337,-1.263397,-.9344056,-1.347452,-.5108175,-1.101953,2.025817,1.533291,-.0073037,.4998302,1.909745,-.5980998,-.8384819,-.3097663,.0179617,2.161667,1.993939,2.76,2.353333,2.03,1.12,"matched (3)",2.323959,1.979822,.9114276,2.704727,2.647371,2.469306,10.84494,8.96593,1.510739,2.389174,2.389174,2.332234,2.332234,2.106319,2.106319,-.7259768,-.5062233,-.840495,2.72922,2.078386,2.024984,.1891717,.4078809,.0177241,.1315443,-.000222,-.2907855,1.900852,1.384577,1.217041,.0325396,.284817,.2204552,.7958285,.4089926,.587488,-.9344056,-1.101953,-.5108175,-1.347452,2.025817,1.533291,-.0073037,.4998302,2.161667,-2.197802,1.993939,1.783034,2.081026,-1.300067,-.7447732,-1.749338,.2280972,.3244007,-.205827,.4527233,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"10.0299-Audiovisual Communications Technologies/Technicians, Other",100299,"10","100","1002",450,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",-2.325997,-2.325997,-1.132739,1.929735,1.929735,2.128611,-8.867348,-8.867348,-2.080024,,1.791832,,1.791832,,1.997509,.0632739,.0632739,1.193047,-2.643652,-2.643652,-2.880294,1.08191,1.08191,1.424182,-.8275279,-.8275279,-.8696743,-1.191179,-1.191179,-1.232265,-.7560031,-.7560031,-.5023921,-.6964703,-.6964703,-1.145637,-1.132739,1.193047,1.424182,-.8696743,-2.880294,-1.232265,-1.145637,-.5023921,2.128611,-2.080024,1.997509,1.783034,2.081026,1.033029,.8921238,-1.250463,-1.083737,-.4787469,-1.031864,-1.257956,0,1,0,0,-.8921632,-1.431914,-.8062429,-.8481873,.0910808,.7794323,-1.497181,-1.201741,-.8811036,-1.41002,-.7879928,-.8310027,.0902897,.7666652,-1.47189,-1.183174
"01.0106-Agricultural Business Technology",010106,"01","010","0101",91,1,"Agricultural Business Technology","First-Line Supervisors of Office and Administrative Support Workers","43-1011.00",1.457197,3.003663,2.676603,-1.219405,.2925479,1.664183,.1180466,-3.294183,-1.146709,-1.177304,-.9701698,-.7652547,.6169001,.7415181,.4602334,-.0220382,2.114167,2.104697,4.935,.58,3.67,2.34,"matched (3)",6.571138,5.679803,5.501642,3.412591,3.264035,3.234341,19.57183,18.10356,19.61558,2.653625,2.653625,2.609132,2.609132,2.654951,2.654951,.5528848,.4936863,.53938,4.946673,4.340501,3.463722,.2201104,.1188316,.4748016,.8514689,.7267841,1.023738,2.700482,2.402019,2.122481,.6889216,.5639148,.3809254,1.557271,1.374567,.9603154,-1.219405,.1180466,1.664183,.2925479,-3.294183,-1.146709,-1.177304,-.9701698,2.114167,1.457197,2.104697,1.783034,2.081026,1.322405,.1253856,-.0369222,-1.194406,-.8536084,-1.054843,-1.205034,0,1,0,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"51.0701-Health/Health Care Administration/Management",510701,"51","510","5107",18757,1,"Health/Health Care Administration/Management","Medical and Health Services Managers","11-9111.00",26.8322,22.88866,28.0866,-1.254406,.7225478,.4891825,-.6319534,-1.834183,.2832909,-.8673036,-1.25017,2.129745,3.1419,2.511518,1.130234,1.937962,2.108333,2.873636,3.76,1.066667,4.1,1.59,"matched (3)",2.323959,1.979822,-2.629093,2.704727,2.647371,1.879219,10.84494,8.96593,2.840843,2.389174,2.389174,2.332234,2.332234,2.146626,2.146626,-.7259768,-.5062233,-1.025339,2.72922,2.078386,-2.153401,.1891717,.4078809,.6553804,.1315443,-.000222,-.1057334,1.900852,1.384577,-.2425424,.0325396,.284817,-1.082149,.7958285,.4089926,-.8287099,-1.254406,-.6319534,.4891825,.7225478,-1.834183,.2832909,-.8673036,-1.25017,2.108333,26.8322,2.873636,1.783034,2.081026,-.0943328,-.4095481,.4120646,-.8040197,-1.077991,-.8298904,-.3204846,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0702-Hospital and Health Care Facilities Administration/Management",510702,"51","510","5107",4984,1,"Hospital and Health Care Facilities Administration/Management","Medical and Health Services Managers","11-9111.00",26.8322,22.88866,28.0866,-1.254406,.7225478,.4891825,-.6319534,-1.834183,.2832909,-.8673036,-1.25017,2.129745,3.1419,2.511518,1.130234,1.937962,2.108333,2.873636,3.76,1.066667,4.1,1.59,"matched (3)",2.323959,1.979822,-2.629093,2.704727,2.647371,1.879219,10.84494,8.96593,2.840843,2.389174,2.389174,2.332234,2.332234,2.146626,2.146626,-.7259768,-.5062233,-1.025339,2.72922,2.078386,-2.153401,.1891717,.4078809,.6553804,.1315443,-.000222,-.1057334,1.900852,1.384577,-.2425424,.0325396,.284817,-1.082149,.7958285,.4089926,-.8287099,-1.254406,-.6319534,.4891825,.7225478,-1.834183,.2832909,-.8673036,-1.25017,2.108333,26.8322,2.873636,1.783034,2.081026,-.0943328,-.4095481,.4120646,-.8040197,-1.077991,-.8298904,-.3204846,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0704-Health Unit Manager/Ward Supervisor",510704,"51","510","5107",28,1,"Health Unit Manager/Ward Supervisor","Medical and Health Services Managers","11-9111.00",26.8322,22.88866,28.0866,-1.254406,.7225478,.4891825,-.6319534,-1.834183,.2832909,-.8673036,-1.25017,2.129745,3.1419,2.511518,1.130234,1.937962,2.108333,2.873636,3.76,1.066667,4.1,1.59,"matched (3)",2.323959,1.979822,-2.629093,2.704727,2.647371,1.879219,10.84494,8.96593,2.840843,2.389174,2.389174,2.332234,2.332234,2.146626,2.146626,-.7259768,-.5062233,-1.025339,2.72922,2.078386,-2.153401,.1891717,.4078809,.6553804,.1315443,-.000222,-.1057334,1.900852,1.384577,-.2425424,.0325396,.284817,-1.082149,.7958285,.4089926,-.8287099,-1.254406,-.6319534,.4891825,.7225478,-1.834183,.2832909,-.8673036,-1.25017,2.108333,26.8322,2.873636,1.783034,2.081026,-.0943328,-.4095481,.4120646,-.8040197,-1.077991,-.8298904,-.3204846,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0706-Health Information/Medical Records Administration/Administrator",510706,"51","510","5107",2777,1,"Health Information/Medical Records Administration/Administrator","Medical and Health Services Managers","11-9111.00",26.8322,22.88866,28.0866,-1.254406,.7225478,.4891825,-.6319534,-1.834183,.2832909,-.8673036,-1.25017,2.129745,3.1419,2.511518,1.130234,1.937962,2.108333,2.873636,3.76,1.066667,4.1,1.59,"matched (3)",2.323959,1.979822,-2.629093,2.704727,2.647371,1.879219,10.84494,8.96593,2.840843,2.389174,2.389174,2.332234,2.332234,2.146626,2.146626,-.7259768,-.5062233,-1.025339,2.72922,2.078386,-2.153401,.1891717,.4078809,.6553804,.1315443,-.000222,-.1057334,1.900852,1.384577,-.2425424,.0325396,.284817,-1.082149,.7958285,.4089926,-.8287099,-1.254406,-.6319534,.4891825,.7225478,-1.834183,.2832909,-.8673036,-1.25017,2.108333,26.8322,2.873636,1.783034,2.081026,-.0943328,-.4095481,.4120646,-.8040197,-1.077991,-.8298904,-.3204846,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.0718-Long Term Care Administration/Management",510718,"51","510","5107",451,1,"Long Term Care Administration/Management","Medical and Health Services Managers","11-9111.00",26.8322,22.88866,28.0866,-1.254406,.7225478,.4891825,-.6319534,-1.834183,.2832909,-.8673036,-1.25017,2.129745,3.1419,2.511518,1.130234,1.937962,2.108333,2.873636,3.76,1.066667,4.1,1.59,"matched (3)",2.323959,1.979822,-2.629093,2.704727,2.647371,1.879219,10.84494,8.96593,2.840843,2.389174,2.389174,2.332234,2.332234,2.146626,2.146626,-.7259768,-.5062233,-1.025339,2.72922,2.078386,-2.153401,.1891717,.4078809,.6553804,.1315443,-.000222,-.1057334,1.900852,1.384577,-.2425424,.0325396,.284817,-1.082149,.7958285,.4089926,-.8287099,-1.254406,-.6319534,.4891825,.7225478,-1.834183,.2832909,-.8673036,-1.25017,2.108333,26.8322,2.873636,1.783034,2.081026,-.0943328,-.4095481,.4120646,-.8040197,-1.077991,-.8298904,-.3204846,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.0223731,.3959572,.1639355,.1003532,-.3555633,-.2650649,-.4357587,.2646267
"51.2211-Health Services Administration",512211,"51","512","5122",1681,1,"Health Services Administration","Medical and Health Services Managers","11-9111.00",26.8322,22.88866,28.0866,-1.254406,.7225478,.4891825,-.6319534,-1.834183,.2832909,-.8673036,-1.25017,2.129745,3.1419,2.511518,1.130234,1.937962,2.108333,2.873636,3.76,1.066667,4.1,1.59,"matched (3)",2.323959,3.543577,1.815161,2.704727,2.907997,2.619928,10.84494,14.87434,17.81688,2.389174,2.389174,2.511277,2.511277,2.600445,2.600445,-.7259768,-.6470472,-.6255701,2.72922,3.557786,1.584851,.1891717,.2273596,.4292658,.1315443,.4054784,.4266145,1.900852,2.231892,1.535574,.0325396,.2056357,-.1218031,.7958285,1.120259,.1710797,-1.254406,-.6319534,.4891825,.7225478,-1.834183,.2832909,-.8673036,-1.25017,2.108333,26.8322,2.873636,1.783034,2.081026,-.0943328,-.4095481,.4120646,-.8040197,-1.077991,-.8298904,-.3204846,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"51.2309-Therapeutic Recreation/Recreational Therapy",512309,"51","512","5123",782,1,"Therapeutic Recreation/Recreational Therapy","Recreational Therapists","29-1125.00",19.3122,16.87366,20.6216,-1.309406,-.8074522,-.0608175,-1.011953,.5708175,1.105791,-.1648037,-.3701698,2.199745,-.3530999,.0790181,1.070234,.4779618,2.099167,2.645758,3.21,1.868333,2.57,1.21,"matched (3)",2.323959,3.543577,4.331428,2.704727,2.907997,3.039306,10.84494,14.87434,20.72894,2.389174,2.389174,2.511277,2.511277,2.688689,2.688689,-.7259768,-.6470472,-.1580141,2.72922,3.557786,4.014681,.1891717,.2273596,.1326673,.1315443,.4054784,.3420933,1.900852,2.231892,2.310109,.0325396,.2056357,.9671029,.7958285,1.120259,.7374691,-1.309406,-1.011953,-.0608175,-.8074522,.5708175,1.105791,-.1648037,-.3701698,2.099167,19.3122,2.645758,1.783034,2.081026,-.7574866,-.6805812,-1.185494,-.1609521,-.3727884,-.3201177,.1882862,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.2894942,.9900474,.0915168,.6995972,-.4658127,-.5413873,.0723472,.7182181
"01.0507-Equestrian/Equine Studies",010507,"01","010","0105",766,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",6.571138,5.679803,-1.419406,3.412591,3.264035,2.080833,19.57183,18.10356,-8.712803,,2.653625,,2.609132,,1.796515,.5528848,.4936863,-.7944534,4.946673,4.340501,1.045817,.2201104,.1188316,-1.003317,.8514689,.7267841,-.6674522,2.700482,2.402019,1.625791,.6889216,.5639148,-.6451698,1.557271,1.374567,.0651963,-1.419406,-.7944534,-1.003317,-.6674522,1.045817,1.625791,.0651963,-.6451698,2.080833,-8.712803,1.796515,1.783034,2.081026,-1.893891,-.5254504,-1.039312,-.0339429,-.5931642,-.153217,.5099406,0,0,0,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"01.0508-Taxidermy/Taxidermist",010508,"01","010","0105",42,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",6.571138,5.679803,-1.419406,3.412591,3.264035,2.080833,19.57183,18.10356,-8.712803,,2.653625,,2.609132,,1.796515,.5528848,.4936863,-.7944534,4.946673,4.340501,1.045817,.2201104,.1188316,-1.003317,.8514689,.7267841,-.6674522,2.700482,2.402019,1.625791,.6889216,.5639148,-.6451698,1.557271,1.374567,.0651963,-1.419406,-.7944534,-1.003317,-.6674522,1.045817,1.625791,.0651963,-.6451698,2.080833,-8.712803,1.796515,1.783034,2.081026,-1.893891,-.5254504,-1.039312,-.0339429,-.5931642,-.153217,.5099406,0,0,0,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"01.0599-Agricultural and Domestic Animal Services, Other",010599,"01","010","0105",23,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",6.571138,5.679803,-1.419406,3.412591,3.264035,2.080833,19.57183,18.10356,-8.712803,,2.653625,,2.609132,,1.796515,.5528848,.4936863,-.7944534,4.946673,4.340501,1.045817,.2201104,.1188316,-1.003317,.8514689,.7267841,-.6674522,2.700482,2.402019,1.625791,.6889216,.5639148,-.6451698,1.557271,1.374567,.0651963,-1.419406,-.7944534,-1.003317,-.6674522,1.045817,1.625791,.0651963,-.6451698,2.080833,-8.712803,1.796515,1.783034,2.081026,-1.893891,-.5254504,-1.039312,-.0339429,-.5931642,-.153217,.5099406,0,0,0,1,.9089838,1.351591,.5418006,1.094091,.480754,-.5595388,.6462805,1.16728,.7155322,1.109331,.4191969,.9138528,.4272549,-.7075101,.4747557,.9582022
"51.1009-Phlebotomy Technician/Phlebotomist",511009,"51","511","5110",7536,1,"Phlebotomy Technician/Phlebotomist","Phlebotomists","31-9097.00",1.002198,.6286633,2.476604,-1.474406,-.9474521,-.4608176,-.7019534,.6358174,.4632909,.6826962,-.5101697,1.849745,-.5780998,-.9484818,.0602336,-.0620382,2.071667,2.090909,2.81,1.89,2.43,1.52,"matched (3)",2.323959,1.145214,3.587943,2.704727,2.50827,2.915391,10.84494,3.22092,-1.737803,2.389174,2.389174,2.158143,2.158143,2.007879,2.007879,-.7259768,-.9206302,-.5632413,2.72922,2.072255,4.060514,.1891717,.0861422,.0397885,.1315443,-.0925528,.0508812,1.900852,1.795603,2.453821,.0325396,-.4169464,-.0552456,.7958285,.6935984,1.661939,-1.474406,-.7019534,-.4608176,-.9474521,.6358174,.4632909,.6826962,-.5101697,2.071667,1.002198,2.090909,1.783034,2.081026,-1.239781,-.4594753,-1.331675,-.1435719,-.4849797,.2948749,-.2091427,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,-.188823,.6841462,-.4778933,.3401344,-.6799979,-.7575476,-.5513954,.2627469
"51.3101-Dietetics/Dietitian",513101,"51","513","5131",3844,1,"Dietetics/Dietitian","Dietitians and Nutritionists","29-1031.00",1.632198,1.748663,3.191603,-1.559405,-.3374521,-.9108175,-1.286953,.9758174,1.238291,.7526963,-1.01517,1.499745,.1169001,-.1534818,-.1347663,.0779618,2.0575,2.11,2.36,2.003333,3.04,.935,"matched (3)",2.323959,2.160441,-.1981554,2.704727,2.677474,2.284375,10.84494,14.0868,6.702199,2.389174,2.389174,2.487412,2.487412,2.263636,2.263636,-.7259768,-1.056822,-1.150703,2.72922,3.211125,1.658317,.1891717,-.1511684,-.6308175,.1315443,.1573067,-.074952,1.900852,2.410637,1.612041,.0325396,-.2968146,-.9264199,.7958285,1.097302,.9726963,-1.559405,-1.286953,-.9108175,-.3374521,.9758174,1.238291,.7526963,-1.01517,2.0575,1.632198,2.11,1.783034,2.081026,-1.782361,-.8767236,-.6947404,-.05266,-.88967,.3456708,.2702463,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.0136487,1.115374,-.3680214,.6802557,-.7866208,-1.120797,-.2384672,.6119299
"51.3599-Somatic Bodywork and Related Therapeutic Services, Other",513599,"51","513","5135",30,1,"","","",,,,,,,,,,,,,,,,,,,,,,,"master only (1)",2.323959,2.160441,-1.754406,2.704727,2.677474,2.025,10.84494,14.0868,-1.761136,,2.389174,,2.487412,,2.007172,-.7259768,-1.056822,-1.441954,2.72922,3.211125,1.355817,.1891717,-.1511684,-.7941508,.1315443,.1573067,-.8741188,1.900852,2.410637,1.983291,.0325396,-.2968146,-.1201698,.7958285,1.097302,-.5073037,-1.754406,-1.441954,-.7941508,-.8741188,1.355817,1.983291,-.5073037,-.1201698,2.025,-1.761136,2.007172,1.783034,2.081026,-1.641692,-.9872766,-1.255104,.0489473,-.1724467,-.5686545,.7310782,0,0,0,1,.0491796,.7796568,-.0705714,.4378785,-.5370708,-.607608,-.2727985,.4751895,.0136487,1.115374,-.3680214,.6802557,-.7866208,-1.120797,-.2384672,.6119299
